Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD
Gutterbones,B,R,327,,118,,511,100.0%,55.2%,109,,317,,248,,261,,
Vizkopa Vampire,WB,C,4804,6.37,683,8.96,1671,100.0%,55.2%,336,,678,57.7%,822,56.2%,847,54.1%,2.1pp
Cult Guildmage,BR,U,1390,4.86,278,,948,100.0%,55.2%,176,,305,,427,,518,54.4%,
Hackrobat,BR,U,1337,4.69,319,,930,100.0%,55.2%,196,,295,,424,,506,54.9%,
Gyre Engineer,UG,U,1219,4.46,276,,872,100.0%,55.2%,183,,287,,428,,438,,
Rubblebelt Recluse,R,C,5123,7.52,796,9.93,1801,100.0%,55.1%,331,,627,53.9%,826,54.0%,972,56.1%,-2.1pp
Skewer the Critics,R,C,2715,3.49,920,3.97,2802,100.0%,55.1%,714,56.4%,974,55.7%,1429,55.6%,1369,54.6%,1.0pp
Summary Judgment,W,C,3360,4.18,880,4.94,2748,100.0%,55.1%,634,52.8%,1551,62.8%,1603,56.4%,1132,53.3%,3.1pp
Scorchmark,R,C,4046,5.33,734,7.14,2124,100.0%,55.1%,449,,656,54.3%,986,55.3%,1136,54.9%,0.3pp
Ghor-Clan Wrecker,R,C,5430,7.97,692,10.85,1139,100.0%,55.0%,224,,375,,537,54.7%,602,55.3%,-0.6pp
Bedeck // Bedazzle,BR,R,339,,142,,605,100.0%,55.0%,122,,162,,278,,327,,
Prowling Caracal,W,C,5799,8.53,760,11.72,845,100.0%,55.0%,187,,333,,432,,411,,
Faerie Duelist,U,C,4456,5.78,848,7.38,2697,100.0%,55.0%,659,53.7%,1162,54.8%,1539,55.3%,1146,54.5%,0.8pp
Clamor Shaman,R,U,1192,4.48,278,,1133,100.0%,55.0%,197,,308,,478,,649,57.0%,
Collision // Colossus,RG,U,1318,4.58,300,,1113,100.0%,55.0%,189,,279,,456,,656,54.6%,
Sunder Shaman,RG,U,1187,4.16,276,,1093,100.0%,55.0%,182,,361,,485,,604,53.5%,
Sky Tether,W,U,1329,4.75,324,,1206,100.0%,55.0%,206,,492,,635,59.2%,566,50.4%,8.9pp
Debtors' Transport,B,C,5437,7.91,626,11.17,875,100.0%,55.0%,142,,302,,401,,474,,
Archway Angel,W,U,1123,4.13,368,,1348,100.0%,55.0%,234,,573,65.1%,684,60.5%,652,48.9%,11.6pp
Rampaging Rendhorn,G,C,4484,5.95,713,8.07,2213,100.0%,54.9%,442,,793,53.7%,1070,55.6%,1135,54.4%,1.2pp
Sphinx of New Prahv,WU,U,1083,3.79,259,,922,100.0%,54.9%,160,,437,,519,56.5%,397,,
Azorius Guildgate,,C,4407,5.28,984,6.89,2941,100.0%,54.8%,748,58.7%,1414,58.1%,1771,57.5%,1152,50.6%,6.9pp
Territorial Boar,G,C,4994,7.03,765,9.21,2044,100.0%,54.8%,443,,680,52.4%,966,54.2%,1074,55.4%,-1.2pp
Simic Guildgate,,C,4360,5.47,946,6.88,2660,100.0%,54.8%,732,58.2%,1203,56.9%,1584,57.4%,1067,51.0%,6.4pp
Frenzied Arynx,RG,C,3834,4.95,824,5.93,2139,100.0%,54.7%,548,53.1%,972,58.0%,1209,56.0%,922,53.3%,2.7pp
Chillbringer,U,C,3136,4.11,911,4.69,2776,100.0%,54.7%,631,54.4%,1346,58.6%,1595,56.4%,1174,52.3%,4.1pp
Slimebind,U,C,4608,6.19,1047,7.66,2846,100.0%,54.7%,683,55.6%,1433,59.2%,1678,56.7%,1151,51.6%,5.1pp
Combine Guildmage,UG,U,1371,4.78,258,,864,100.0%,54.6%,179,,262,,395,,466,,
Simic Guildgate,,C,4320,5.29,973,6.86,2760,100.0%,54.5%,728,56.2%,1224,55.0%,1603,54.8%,1153,54.1%,0.7pp
Sylvan Brushstrider,G,C,5496,7.9,752,10.7,1614,100.0%,54.5%,348,,525,51.4%,776,52.8%,834,56.1%,-3.3pp
Orzhov Guildgate,,C,4408,5.23,978,6.73,2636,100.0%,54.5%,669,58.7%,1137,53.3%,1492,55.4%,1128,53.1%,2.3pp
Biogenic Upgrade,G,U,1353,4.98,234,,756,100.0%,54.5%,128,,203,,328,,427,,
Rubblebelt Runner,RG,C,4829,6.94,756,8.91,1655,100.0%,54.4%,439,,701,51.8%,897,53.6%,757,55.5%,-1.9pp
Flames of the Raze-Boar,R,U,1350,4.9,229,,790,100.0%,54.4%,129,,204,,327,,461,,
Thought Collapse,U,C,4575,6.42,839,8.04,1949,100.0%,54.4%,466,,1172,63.1%,1197,57.0%,738,50.0%,7.0pp
Gruul Guildgate,,C,4494,5.81,969,7.46,2513,100.0%,54.4%,700,53.7%,1027,54.8%,1428,54.9%,1078,53.7%,1.2pp
Sage's Row Savant,U,C,5011,6.91,763,9.37,1923,100.0%,54.3%,463,,837,56.3%,1086,55.2%,836,53.2%,2.0pp
Dovin's Acuity,WU,U,1038,3.71,441,,1447,100.0%,54.3%,301,,2875,72.5%,904,60.5%,543,44.0%,16.5pp
Gift of Strength,G,C,5469,8.61,598,11.97,687,100.0%,54.3%,91,,186,,271,,414,,
Guardian Project,G,R,309,,159,,630,100.0%,54.3%,93,,162,,252,,378,,
Gate Colossus,,U,817,2.98,398,,1528,100.0%,54.3%,259,,724,57.2%,771,58.0%,748,50.4%,7.6pp
Stony Strength,G,C,5460,8.33,660,11.67,743,100.0%,54.1%,132,,199,,321,,422,,
Sphinx's Insight,WU,C,4285,5.56,935,6.6,2523,100.0%,54.1%,633,51.8%,1679,65.8%,1610,57.3%,906,48.5%,8.9pp
Forbidding Spirit,W,U,1491,5.09,223,,747,100.0%,54.1%,130,,242,,342,,400,,
Silhana Wayfinder,G,U,1346,4.71,250,,1044,100.0%,54.0%,202,,315,,488,,555,55.9%,
Get the Point,BR,C,4059,5.35,756,6.89,1831,100.0%,54.0%,420,,651,58.4%,933,54.6%,897,53.4%,1.2pp
Code of Constraint,U,U,1447,5.04,368,,1322,100.0%,54.0%,209,,504,59.7%,631,55.8%,682,51.9%,3.9pp
Azorius Guildgate,,C,4466,5.32,1102,6.83,3087,100.0%,54.0%,808,56.7%,1468,55.5%,1867,55.1%,1199,52.4%,2.7pp
Expose to Daylight,W,C,5646,8.82,718,12.12,713,100.0%,54.0%,96,,343,,385,,327,,
Gates Ablaze,R,U,1332,4.56,480,,1284,100.0%,54.0%,292,,505,62.6%,672,56.1%,605,51.7%,4.4pp
Rakdos Guildgate,,C,4899,6.03,1032,7.91,2595,100.0%,53.9%,682,55.9%,1042,56.3%,1428,56.1%,1160,51.4%,4.7pp
Skatewing Spy,U,U,1132,4.11,238,,777,100.0%,53.9%,129,,274,,368,,406,,
Spirit of the Spires,W,U,1186,4.23,220,,807,100.0%,53.9%,153,,290,,402,,401,,
Incubation // Incongruity,UG,U,1517,5.23,214,,607,100.0%,53.9%,116,,192,,295,,310,,
Resolute Watchdog,W,U,1611,5.76,269,,754,100.0%,53.8%,141,,283,,386,,367,,
Gruul Guildgate,,C,4613,5.7,967,7.35,2552,100.0%,53.8%,677,54.1%,1065,54.3%,1430,54.4%,1118,53.1%,1.3pp
Concordia Pegasus,W,C,4847,6.48,704,9.15,1726,100.0%,53.8%,433,,689,56.6%,947,54.4%,772,53.2%,1.1pp
Bolrac-Clan Crusher,RG,U,1404,5.08,275,,976,100.0%,53.8%,162,,270,,411,,561,54.5%,
Senate Guildmage,WU,U,1159,4.17,366,,1224,100.0%,53.8%,232,,532,54.5%,679,57.1%,538,49.6%,7.5pp
Smelt-Ward Ignus,R,U,1776,6.24,286,,826,100.0%,53.8%,146,,268,,375,,451,,
Carrion Imp,B,C,5099,6.97,717,9.47,1580,100.0%,53.7%,301,,575,56.5%,758,55.7%,820,51.8%,3.8pp
Quench,U,C,5058,7.04,579,10.11,899,100.0%,53.7%,199,,369,,498,,395,,
Titanic Brawl,G,C,4164,5.46,663,7.01,2012,100.0%,53.7%,396,,636,53.6%,947,52.6%,1057,54.8%,-2.2pp
Shimmer of Possibility,U,C,5440,7.69,746,10.44,1381,100.0%,53.7%,268,,762,62.2%,782,55.9%,587,50.9%,4.9pp
Feral Maaka,R,C,5570,8.74,898,11.3,1163,100.0%,53.7%,306,,369,,578,52.2%,583,55.1%,-2.8pp
Rakdos Guildgate,,C,4804,5.94,991,7.88,2391,100.0%,53.5%,610,53.0%,930,52.4%,1287,53.5%,1101,53.5%,0.0pp
Syndicate Messenger,W,C,4058,5.18,659,6.93,2059,100.0%,53.5%,459,,973,57.5%,1156,55.7%,896,50.8%,4.9pp
Azorius Knight-Arbiter,WU,C,4152,5.62,736,7.22,1744,100.0%,53.4%,410,,904,58.7%,1013,55.9%,716,49.9%,6.0pp
Rumbling Ruin,R,U,1816,6.78,254,,589,100.0%,53.3%,91,,143,,226,,358,,
Lawmage's Binding,WU,C,2955,3.81,862,4.5,2359,100.0%,53.2%,578,58.0%,1376,57.2%,1506,56.4%,841,47.7%,8.7pp
Gateway Plaza,,C,4581,5.67,789,7.44,2336,100.0%,53.2%,558,56.1%,1024,56.2%,1360,55.3%,968,50.1%,5.2pp
Angelic Exaltation,W,U,1246,4.77,264,,747,100.0%,53.1%,136,,219,,352,,389,,
Prying Eyes,U,C,5527,8.13,888,10.58,1560,100.0%,53.1%,283,,845,65.4%,866,56.0%,684,49.6%,6.4pp
Drill Bit,B,U,1709,5.87,254,,589,100.0%,53.1%,108,,170,,275,,312,,
Gruul Beastmaster,G,U,1334,4.86,221,,726,100.0%,53.0%,119,,216,,321,,405,,
Axebane Beast,G,C,5539,8.75,621,12.1,595,100.0%,52.9%,113,,180,,268,,323,,
Azorius Skyguard,WU,U,952,3.7,260,,879,100.0%,52.8%,149,,370,,465,,410,,
Gateway Sneak,U,U,1046,3.6,352,,1210,100.0%,52.6%,233,,481,,609,53.2%,593,51.9%,1.3pp
Rubble Slinger,RG,C,5230,7.29,647,10.27,1210,100.0%,52.6%,249,,376,,563,50.1%,644,54.8%,-4.7pp
Vindictive Vampire,B,U,1183,4.2,253,,834,100.0%,52.6%,159,,279,,377,,453,,
Gravel-Hide Goblin,R,C,5104,7.35,826,9.65,1577,100.0%,52.6%,438,,585,47.2%,813,51.3%,764,54.1%,-2.8pp
Gatebreaker Ram,G,U,811,2.96,403,,1408,100.0%,52.6%,305,,549,59.4%,739,59.4%,663,45.1%,14.3pp
Light Up the Stage,R,U,1301,4.6,297,,992,100.0%,52.6%,178,,267,,438,,554,54.9%,
Open the Gates,G,C,5042,7.07,813,9.34,1842,100.0%,52.6%,424,,645,51.9%,920,51.6%,913,53.8%,-2.1pp
Spire Mangler,B,U,1658,5.48,233,,742,100.0%,52.6%,122,,233,,322,,418,,
Gruul Locket,,C,5677,8.69,734,12.1,782,100.0%,52.6%,165,,201,,355,,423,,
Zhur-Taa Goblin,RG,U,1162,4.17,269,,1052,100.0%,52.5%,186,,275,,426,,622,50.8%,
Tin Street Dodger,R,U,1684,6.61,237,,512,100.0%,52.3%,100,,139,,227,,285,,
Senate Griffin,WU,C,4117,5.21,606,7.35,1644,100.0%,52.1%,360,,729,55.3%,895,52.1%,735,52.0%,0.1pp
Wrecking Beast,G,C,4963,7.31,615,10.5,1120,100.0%,52.0%,156,,352,,478,,637,54.6%,
Wall of Lost Thoughts,U,U,1800,6.54,267,,778,100.0%,51.9%,165,,365,,460,,315,,
Senate Courier,U,C,4806,6.64,724,8.9,1690,100.0%,51.9%,377,,897,53.7%,1037,52.9%,643,50.2%,2.7pp
Consign to the Pit,B,C,4914,6.8,654,9.56,1076,100.0%,51.8%,168,,365,,505,53.9%,564,49.6%,4.2pp
Storm Strike,R,C,5574,8.77,680,11.81,773,100.0%,51.6%,135,,211,,334,,437,,
Spikewheel Acrobat,R,C,5392,8.01,653,11.18,812,100.0%,51.6%,163,,221,,329,,481,,
Clear the Mind,U,C,5135,7.44,1100,8.95,1718,100.0%,51.6%,391,,1383,63.7%,1157,54.4%,553,45.6%,8.8pp
Mammoth Spider,G,C,5400,7.78,673,11.12,1084,100.0%,51.5%,188,,387,,518,50.0%,564,52.8%,-2.8pp
Azorius Locket,,C,5363,7.89,756,10.61,1357,100.0%,51.0%,284,,581,57.0%,759,54.5%,597,46.4%,8.1pp
Undercity's Embrace,B,C,5018,7.21,514,10.35,571,100.0%,51.0%,106,,198,,275,,290,,
Junktroller,,U,2104,7.85,356,,583,100.0%,50.6%,107,,256,,329,,253,,
Haazda Officer,W,C,5565,8.33,633,11.84,599,100.0%,50.3%,114,,245,,311,,287,,
Humongulus,U,C,5479,8.23,706,11.05,821,100.0%,49.9%,156,,337,,445,,360,,
Bring to Trial,W,C,5106,7.31,508,10.74,689,100.0%,49.8%,101,,256,,332,,356,,
High Alert,WU,U,1329,4.91,283,,750,100.0%,49.7%,158,,304,,441,,303,,
Scuttlegator,UG,C,5292,7.79,585,11.34,632,100.0%,49.5%,106,,231,,298,,328,,
Rakdos Locket,,C,5746,8.7,725,12.24,502,100.0%,49.2%,100,,118,,210,,291,,
Tenth District Veteran,W,C,5350,8.04,565,11.59,545,100.0%,48.3%,100,,190,,265,,279,,
Persistent Petitioners,U,C,5140,7.73,654,10.64,558,100.0%,47.1%,159,,349,,375,,181,,
Angel of Grace,W,M,99,,73,,390,,,68,,138,,188,,200,,
Arrester's Zeal,W,C,5563,8.4,613,11.99,332,,,67,,100,,164,,168,,
Civic Stalwart,W,C,5419,8.11,573,11.68,461,,,65,,149,,200,,260,,
Justiciar's Portal,W,C,5660,8.6,656,12.02,413,,,65,,155,,205,,208,,
Knight of Sorrows,W,C,5446,8.4,577,12.23,261,,,56,,96,,131,,128,,
Lumbering Battlement,W,R,282,,117,,448,,,87,,158,,226,,222,,
Rally to Battle,W,U,1979,7.69,201,,167,,,23,,47,,70,,96,,
Sentinel's Mark,W,U,1635,6.09,224,,396,,,51,,127,,174,,222,,
Smothering Tithe,W,R,482,,71,,58,,,4,,24,,27,,25,,
Tithe Taker,W,R,299,,101,,427,,,76,,136,,199,,222,,
Unbreakable Formation,W,R,295,,115,,439,,,74,,132,,205,,226,,
Watchful Giant,W,C,5700,8.85,635,12.55,270,,,45,,110,,136,,132,,
Benthic Biomancer,U,R,396,,84,,283,,,48,,91,,130,,144,,
Coral Commando,U,C,5852,9.37,700,12.95,278,,,47,,125,,155,,123,,
Eyes Everywhere,U,U,1538,5.77,206,,443,,,76,,158,,233,,206,,
Mesmerizing Benthid,U,M,88,,56,,245,,,38,,93,,128,,111,,
Swirling Torrent,U,U,1857,6.72,219,,314,,,46,,108,,146,,163,,
Verity Circle,U,R,501,4.09,138,,446,,,76,,190,,254,,191,,
Awaken the Erstwhile,B,R,734,6.06,82,,12,,,1,,2,,3,,9,,
Bankrupt in Blood,B,U,1924,7.94,212,,101,,,16,,25,,41,,60,,
Catacomb Crocodile,B,C,5855,9.33,637,13.09,236,,,42,,68,,99,,132,,
Clear the Stage,B,U,1336,5.23,208,,427,,,66,,138,,195,,232,,
Cry of the Carnarium,B,U,1508,5.73,189,,260,,,52,,88,,137,,123,,
Font of Agonies,B,R,752,6.56,98,,0,,,0,,0,,0,,0,,
Priest of Forgotten Gods,B,R,287,,124,,482,,,77,,164,,218,,262,,
Spawn of Mayhem,B,M,118,,77,,332,,,49,,115,,143,,189,,
Thirsting Shade,B,C,5484,8.19,559,11.97,330,,,77,,119,,160,,170,,
Act of Treason,R,C,5574,8.62,601,12.41,205,,,38,,71,,94,,111,,
Amplifire,R,R,490,,112,,337,,,43,,93,,127,,210,,
Burn Bright,R,C,5844,9.51,690,13.0,250,,,42,,70,,107,,141,,
Cavalcade of Calamity,R,U,1826,7.56,219,,162,,,37,,56,,86,,76,,
Deface,R,C,5949,10.12,631,13.88,4,,,1,,0,,1,,3,,
Electrodominance,R,R,266,,117,,463,,,84,,139,,220,,243,,
Goblin Gathering,R,C,5078,7.82,699,10.61,331,,,159,,216,,234,,95,,
Immolation Shaman,R,R,355,,101,,383,,,62,,114,,159,,224,,
Mirror March,R,R,568,5.08,94,,136,,,22,,27,,49,,87,,
Rubble Reading,R,C,5794,10.13,622,14.0,18,,,5,,9,,11,,7,,
Skarrgan Hellkite,R,M,96,,67,,327,,,60,,79,,134,,193,,
Biogenic Ooze,G,M,101,,78,,414,,,81,,123,,196,,218,,
End-Raze Forerunners,G,R,277,,101,,420,,,51,,130,,178,,242,,
Incubation Druid,G,R,228,,119,,494,,,96,,146,,216,,278,,
Rampage of the Clans,G,R,770,6.7,103,,13,,,1,,3,,3,,10,,
Regenesis,G,U,1923,7.21,245,,428,,,69,,114,,183,,244,,
Root Snare,G,C,5718,9.87,543,13.9,50,,,6,,23,,26,,24,,
Sagittars' Volley,G,C,5838,9.41,622,13.13,185,,,28,,70,,94,,90,,
Saruli Caretaker,G,C,5671,8.71,602,12.54,356,,,76,,101,,166,,190,,
Tower Defense,G,U,2074,8.66,207,,22,,,4,,5,,9,,13,,
Absorb,WU,R,407,,122,,368,,,73,,176,,210,,157,,
Bedevil,BR,R,311,,117,,407,,,72,,120,,184,,223,,
Biomancer's Familiar,UG,R,329,,119,,440,,,93,,130,,204,,236,,
Captive Audience,BR,M,156,,62,,204,,,23,,66,,84,,120,,
Cindervines,RG,R,592,5.23,97,,84,,,10,,24,,34,,49,,
Deputy of Detention,WU,R,225,,104,,383,,,76,,169,,217,,163,,
"Domri, Chaos Bringer",RG,M,82,,56,,226,,,38,,69,,106,,119,,
"Dovin, Grand Arbiter",WU,M,91,,55,,214,,,43,,67,,108,,100,,
Emergency Powers,WU,M,236,,51,,55,,,10,,16,,26,,29,,
Galloping Lizrog,UG,U,1381,5.14,173,,396,,,58,,125,,173,,222,,
Gruul Spellbreaker,RG,R,248,,110,,391,,,63,,90,,141,,249,,
Hydroid Krasis,UG,M,95,,69,,361,,,66,,116,,168,,192,,
"Judith, the Scourge Diva",BR,R,247,,135,,491,,,94,,162,,226,,265,,
"Kaya, Orzhov Usurper",WB,M,100,,40,,141,,,23,,50,,71,,70,,
Kaya's Wrath,WB,R,247,,123,,495,,,89,,173,,252,,237,,
Knight of the Last Breath,WB,U,1755,6.52,217,,355,,,60,,116,,161,,194,,
"Lavinia, Azorius Renegade",WU,R,700,5.46,81,,35,,,4,,11,,14,,21,,
Macabre Mockery,BR,U,1819,7.0,216,,148,,,25,,40,,62,,86,,
Nikya of the Old Ways,RG,R,465,,120,,429,,,74,,114,,176,,249,,
Prime Speaker Vannifar,UG,M,193,,55,,149,,,31,,43,,71,,77,,
Rafter Demon,BR,C,5367,8.52,583,11.96,460,,,86,,161,,215,,245,,
"Rakdos, the Showstopper",BR,M,118,,74,,277,,,45,,92,,124,,153,,
Ravager Wurm,RG,M,92,,60,,272,,,40,,67,,105,,167,,
Seraph of the Scales,WB,M,84,,57,,253,,,48,,74,,109,,142,,
Simic Ascendancy,UG,R,374,,98,,227,,,32,,49,,81,,146,,
Teysa Karlov,WB,R,232,,102,,407,,,75,,148,,197,,210,,
Theater of Horrors,BR,R,338,,151,,491,,,83,,128,,207,,284,,
Repudiate // Replicate,UG,R,361,,96,,304,,,58,,90,,141,,162,,
Revival // Revenge,WB,R,311,,119,,428,,,69,,126,,183,,244,,
Glass of the Guildpact,,R,455,,88,,111,,,19,,32,,51,,60,,
Scrabbling Claws,,U,2139,8.54,258,,106,,,18,,37,,53,,53,,
Screaming Shield,,U,1994,7.34,232,,290,,,42,,103,,142,,147,,
Sphinx of the Guildpact,,U,1535,5.03,175,,409,,,65,,130,,187,,222,,
Tome of the Guildpact,,R,409,,144,,398,,,71,,130,,190,,206,,
Blood Crypt,,R,485,,91,,261,,,45,,61,,106,,154,,
Breeding Pool,,R,430,,82,,276,,,53,,71,,118,,158,,
Godless Shrine,,R,431,,109,,358,,,69,,96,,156,,202,,
Hallowed Fountain,,R,427,,83,,247,,,44,,84,,127,,120,,
Plaza of Harmony,,R,651,5.04,115,,277,,,49,,85,,132,,145,,
Stomping Ground,,R,494,,89,,283,,,56,,87,,135,,147,,
Abundant Maw,,U,39198,6.29,5128,8.97,10275,34.3%,50.4%,1673,46.2%,2456,53.5%,4129,50.5%,6101,50.1%,0.4pp
Decimator of the Provinces,,M,1872,1.93,973,1.9,4294,75.0%,53.3%,644,52.6%,1040,55.5%,1684,54.4%,2554,52.2%,2.2pp
Distended Mindbender,,R,4728,2.38,1930,2.41,8131,73.1%,53.4%,1325,54.7%,1990,56.0%,3315,55.5%,4767,51.6%,3.9pp
Drownyard Behemoth,,U,39475,6.49,5381,9.0,9537,30.4%,48.7%,1458,45.3%,2669,50.8%,4127,48.8%,5368,48.5%,0.3pp
Elder Deep-Fiend,,R,4186,2.11,1954,2.11,9081,78.0%,53.5%,1445,54.0%,2521,58.1%,3966,56.6%,5057,50.8%,5.7pp
Descend upon the Sinful,W,M,1914,1.83,1089,1.79,4988,75.7%,56.6%,785,60.4%,1258,62.1%,2043,61.4%,2937,53.3%,8.1pp
Devilthorn Fox,W,C,119504,8.17,16392,11.19,29268,29.2%,55.6%,5191,55.6%,6464,53.8%,11655,54.6%,17582,56.2%,-1.6pp
Drogskol Shieldmate,W,C,108364,6.6,16492,8.96,56169,55.3%,56.8%,9611,56.9%,12630,56.1%,22241,56.5%,33863,57.0%,-0.5pp
Faith Unbroken,W,U,21272,3.15,7378,3.57,40122,87.4%,57.8%,6571,58.6%,9271,60.7%,15842,59.8%,24230,56.4%,3.4pp
Faithbearer Paladin,W,C,112089,6.93,14909,9.8,39416,43.6%,54.4%,6198,53.8%,8855,54.3%,15053,54.1%,23808,54.3%,-0.2pp
Fiend Binder,W,C,111416,7.0,13459,10.0,31488,38.7%,53.7%,4972,51.1%,6976,51.6%,11948,51.4%,19250,54.9%,-3.5pp
"Gisela, the Broken Blade",W,M,2416,1.37,1804,1.35,10151,88.2%,58.5%,1768,63.7%,2427,63.3%,4195,63.5%,5756,54.6%,9.0pp
Gryff's Boon,W,U,27395,4.1,6538,4.95,31192,77.6%,57.1%,5076,56.2%,7113,57.3%,12189,56.8%,18988,57.3%,-0.4pp
Guardian of Pilgrims,W,C,106029,6.27,18410,8.28,78692,69.0%,57.5%,13957,57.3%,17522,56.2%,31479,56.7%,47136,58.0%,-1.4pp
Hope Against Hope,W,U,37119,6.09,4608,8.81,10080,36.3%,53.6%,1525,51.5%,2330,53.3%,3855,52.6%,6217,54.2%,-1.7pp
Humble the Brute,W,U,36030,5.71,4724,8.13,11732,41.5%,52.6%,1806,50.0%,2799,53.3%,4605,52.0%,7109,52.9%,-0.9pp
Ironclad Slayer,W,U,35558,5.52,5927,7.46,19261,53.6%,55.6%,3120,53.0%,4313,55.0%,7433,54.2%,11612,56.4%,-2.2pp
Lone Rider,W,U,18355,2.97,6768,3.31,36866,87.4%,58.1%,6762,61.8%,8114,59.8%,14876,60.7%,21525,56.2%,4.5pp
Lunarch Mantle,W,C,116652,7.86,17156,10.54,38924,37.1%,57.7%,6144,57.6%,8805,58.4%,14949,58.1%,23947,57.4%,0.7pp
Nearheath Chaplain,W,U,21507,3.17,7394,3.65,40943,88.9%,57.8%,6907,59.1%,9337,58.9%,16244,59.0%,24210,56.8%,2.1pp
"Odric, Lunarch Marshal",W,R,3992,1.95,2012,1.99,10696,87.0%,57.3%,1765,57.2%,2427,62.2%,4192,60.1%,6193,55.0%,5.1pp
Puncturing Light,W,C,103883,6.18,12900,8.87,38476,49.3%,53.9%,6548,52.2%,8914,53.8%,15462,53.1%,22980,54.5%,-1.3pp
Reaper of Flight Moonsilver,W,U,37260,6.07,4707,8.66,8146,29.1%,52.3%,1212,49.3%,1900,54.1%,3112,52.2%,5010,52.4%,-0.1pp
Selfless Spirit,W,R,4266,2.01,2191,2.07,11786,86.4%,58.1%,2075,62.5%,2787,60.0%,4862,61.0%,6900,55.9%,5.1pp
Sigarda's Aid,W,R,10666,5.18,1441,7.62,485,5.6%,,81,,108,,189,,296,,
Sigardian Priest,W,C,97967,5.62,17878,7.4,83407,75.6%,56.8%,14712,55.9%,18741,56.7%,33453,56.3%,49154,57.0%,-0.7pp
Spectral Shepherd,W,U,33657,5.42,6210,6.87,23218,61.2%,57.3%,4069,56.4%,5467,58.2%,9536,57.4%,13655,57.2%,0.2pp
Steadfast Cathar,W,C,108959,6.52,17427,8.82,69046,64.6%,56.3%,12407,56.0%,15168,53.6%,27575,54.7%,40911,57.3%,-2.6pp
Strength of Arms,W,C,117809,7.8,18262,10.37,46037,40.9%,57.7%,7286,58.3%,10270,58.4%,17556,58.3%,28470,57.4%,1.0pp
Subjugator Angel,W,U,29487,4.62,4930,6.11,18757,63.0%,54.3%,2783,52.2%,4364,54.1%,7147,53.4%,11557,54.8%,-1.4pp
"Thalia, Heretic Cathar",W,R,3537,1.66,2036,1.65,10960,87.2%,57.2%,1943,60.8%,2473,59.4%,4416,60.0%,6270,54.8%,5.2pp
Thalia's Lancers,W,R,4725,2.33,2033,2.42,9603,77.2%,56.9%,1514,59.1%,2216,57.9%,3730,58.4%,5720,55.7%,2.7pp
Thraben Inspector,W,C,68922,3.65,22466,4.29,126415,89.3%,58.6%,22954,63.4%,28509,59.0%,51463,61.0%,73696,56.9%,4.1pp
Topplegeist,W,U,26366,3.88,6996,4.65,34908,80.3%,58.0%,6152,60.1%,7885,58.7%,14037,59.3%,20744,57.0%,2.3pp
Town Gossipmonger,W,U,27151,4.35,7870,4.94,40461,82.2%,58.3%,7067,62.9%,8836,56.9%,15903,59.5%,24188,57.5%,2.1pp
Advanced Stitchwing,U,U,32537,5.13,5028,6.96,14778,51.7%,48.8%,2331,48.4%,4121,52.0%,6452,50.7%,8287,47.4%,3.3pp
Compelling Deterrence,U,U,32261,5.01,5896,6.54,22459,65.0%,52.5%,3774,52.9%,6365,56.0%,10139,54.9%,12074,50.3%,4.5pp
Confirm Suspicions,U,R,8423,3.95,2021,4.68,7334,61.4%,53.9%,1120,52.8%,2086,59.9%,3206,57.4%,4059,50.8%,6.6pp
Convolute,U,C,117188,8.0,13517,11.39,19564,24.8%,51.2%,3292,50.7%,5513,54.1%,8805,52.8%,10526,49.8%,3.0pp
Curious Homunculus,U,U,30010,5.06,5817,6.44,21831,64.1%,53.2%,3849,53.7%,6654,55.5%,10503,54.8%,11266,51.6%,3.2pp
Daring Sleuth,U,U,28726,4.77,5288,6.15,17257,56.5%,50.5%,2971,50.6%,4818,52.3%,7789,51.6%,9420,49.6%,2.0pp
Deny Existence,U,C,117940,8.11,13847,11.42,17512,21.7%,49.5%,2853,48.9%,4994,51.0%,7847,50.2%,9463,48.9%,1.4pp
Docent of Perfection,U,R,6336,1.93,3564,1.91,18115,85.1%,54.4%,3021,56.0%,5273,60.7%,8294,59.0%,9692,50.3%,8.7pp
Drag Under,U,C,85578,4.72,20526,5.9,101525,82.4%,54.9%,17676,54.6%,28682,58.7%,46358,57.1%,54072,52.9%,4.3pp
Drownyard Explorers,U,C,109625,6.69,17655,9.03,55118,53.1%,52.2%,9214,51.5%,15523,55.2%,24737,53.8%,30124,50.8%,3.0pp
Drunau Corpse Trawler,U,U,36427,6.02,5160,8.17,11214,37.7%,47.8%,1861,46.3%,2946,52.1%,4807,49.8%,6374,46.1%,3.7pp
Epiphany at the Drownyard,U,R,8537,4.04,1823,4.91,6049,57.6%,50.4%,955,47.7%,1688,52.5%,2643,50.8%,3362,49.9%,0.9pp
Erdwal Illuminator,U,U,26260,3.99,6507,4.78,28341,74.2%,53.3%,5046,57.1%,7637,56.2%,12683,56.5%,15546,50.7%,5.9pp
Essence Flux,U,C,115302,7.62,15599,10.48,37530,40.2%,55.4%,5892,55.1%,9262,55.8%,15154,55.5%,22267,55.2%,0.3pp
Exultant Cultist,U,C,110289,6.78,15373,9.43,39598,44.2%,50.4%,6912,51.5%,11241,52.4%,18153,52.1%,21304,48.9%,3.2pp
